2020_rank,name,2020_net_worth,2020_age,2020_country,2020_source,2020_broad_source
1990,edouard carmignac,1,72,france,asset management,finance & investments
1990,chen zhuolin,1,58,china,real estate,real estate
1990,eduard chukhlebov,1,56,russia,metallurgy,metals & mining
1990,eduardo cojuangco,1,84,philippines,food,drinks
1990,gt dave,1,43,united states,kombucha,food & beverage
1990,aydin dogan,1,83,turkey,media,media & entertainment
1990,lisa draexlmaier,1,29,germany,auto parts,automotive
1990,du sha,1,73,china,hypermarkets,diversified
1990,wesley edens,1,58,united states,investments,finance & investments
1990,fan minhua,1,58,china,pharmaceuticals,healthcare
1990,fang hongbo,1,53,china,home appliances,manufacturing
1990,jeff green,1,43,united states,digital advertising,media & entertainment
1990,david hall,1,68,united states,automotive technology,automotive
1990,gerry harvey,1,80,australia,retail,fashion & retail
1990,jaroslav hascak,1,50,slovakia,investments,finance & investments
1990,ho hung anh,1,50,vietnam,consumer products,banking
1990,francis holder,1,79,france,bakeries,food & beverage
1990,hur young-in,1,70,south korea,bakeries,fast food
1990,jay-z,1,50,united states,diversified,media & entertainment
1990,kylie jenner,1,22,united states,cosmetics,fashion & retail
1990,jin huiming,1,67,china,real estate,real estate
1990,david kabiller,1,56,united states,investment management,finance & investments
1990,morris kahn,1,90,israel,software,technology
1990,jonas kamprad,1,54,sweden,ikea,finance & investments
1990,mathias kamprad,1,50,sweden,ikea,finance & investments
1990,peter kamprad,1,56,sweden,ikea,finance & investments
1990,ke guihua,1,54,china,auto parts,manufacturing
1990,bom kim,1,41,united states,online retailing,technology
1990,sergei kolesnikov,1,48,russia,building materials,manufacturing
1990,ihor kolomoyskyy,1,57,ukraine,banking,investments
1990,igor kudryashkin,1,58,russia,metallurgy,metals & mining
1990,lai shixian,1,45,china,sports apparel,fashion & retail
1990,lam lung on & family,1,55,china,real estate,real estate
1990,thomas lau,1,66,hong kong,department stores,fashion & retail
1990,lee joon-ho,1,55,south korea,online games,technology
1990,lee sang-hyuk,1,48,south korea,investments,technology
1990,li xianyu & family,1,66,china,pharmaceuticals,healthcare
1990,john liew,1,52,united states,investment management,finance & investments
1990,lin dingqiang & family,1,53,hong kong,real estate,real estate
1990,lu rongfu,1,49,china,telecommunication,telecom
1990,lowell milken,1,71,united states,investments,finance & investments
1990,ni zugen,1,63,china,appliances,manufacturing
1990,simon nixon,1,52,united kingdom,price comparison website,technology
1990,park hyeon-joo,1,61,south korea,mutual funds,finance & investments
1990,david paul,1,53,united states,medical devices,healthcare
1990,antonio percassi,1,66,italy,real estate,diversified
1990,christopher rokos,1,49,united kingdom,hedge fund,finance & investments
1990,chanchai ruayrungruang,1,66,china,real estate,real estate
1990,igor rybakov,1,47,russia,building materials,manufacturing
1990,julio mario santo domingo iii.,1,34,united states,beer,
1990,rj scaringe,1,36,united states,electric vehicles,automotive
1990,dieter schnabel,1,74,germany,chemicals,manufacturing
1990,gerald schwartz,1,78,canada,finance,finance & investments
1990,neerja sethi,1,65,united states,it consulting,outsourcing
1990,mikhail shelkov,1,51,russia,titanium,metals & mining
1990,albert shigaboutdinov,1,67,russia,refinery,chemicals
1990,scott smith,1,70,united states,cloud computing,technology
1990,terry snow,1,76,australia,airports,real estate
1990,axel stawski,1,69,united states,real estate,real estate
1990,sergei studennikov,1,53,russia,liquor stores,supermarkets
1990,su rubo,1,65,china,real estate,real estate
1990,rustem sulteev,1,66,russia,refinery,chemicals
1990,tang yan,1,41,china,social media,technology
1990,tao yuequn,1,60,china,contact lens,fashion & retail
1990,carl thoma,1,71,united states,investments,finance & investments
1990,laurie tisch,1,69,united states,insurance,nfl team
1990,steven tisch,1,71,united states,insurance,diversified
1990,torsten toeller,1,54,germany,pet food,fashion & retail
1990,jayshree ullal,1,59,united states,computer networking,technology
1990,pieter van der does,1,50,netherlands,payments software,technology
1990,vardis vardinoyannis & family,1,87,greece,oil and gas,energy
1990,chris wallin,1,67,australia,mining,energy
1990,wang miaotong,1,62,china,auto parts,automotive
1990,wang wenmo,1,63,china,sports apparel,fashion & retail
1990,wang yanqing & family,1,73,china,carbon fiber products,manufacturing
1990,wang yaohai,1,53,china,lighting,technology
1990,sandy weill,1,87,united states,citigroup,finance & investments
1990,wen yibo & family,1,54,china,wastewater treatment,service
1990,wong chiu yeung,1,53,china,real estate,real estate
1990,wong hong king,1,58,china,real estate,real estate
1990,wu chung-yi,1,64,taiwan,manufacturing,manufacturing
1990,xu qiming,1,56,china,food,art
1990,xu wanmao,1,75,china,education,service
1990,vadim yakunin,1,57,russia,pharmacy,healthcare
1990,mark haoyong yang,1,45,china,e-commerce,technology
1990,ye qiongjiu,1,65,china,software,technology
1990,yu qibing & family,1,54,china,glass,manufacturing
1990,zhang yuxiang & family,1,55,china,apparel,fashion & retail
1990,zhao hongfei,1,45,china,software,technology
1990,kostyantin zhevago,1,46,ukraine,mining,metals & mining
1990,zhou yongli & family,1,65,china,conglomerate,manufacturing
