Rank,Name,Net Worth (billions of dollars),Age,Source,Country,real source,some wealth inheritance,major wealth inheritance
#1717,Dani Reiss,1.3,45,down jackets,Canada,,,
#1717,Jorge Rodriguez Rodriguez,1.3,73,processed milk,Peru,,,
#1717,Alexander Rovt,1.3,66,"fertilizer, real estate",United States,,,
#1717,Igor Rybakov,1.3,47,building materials,Russia,,,
#1717,Lily Safra,1.3,81,banking,Monaco,,,
#1717,Eddy Kusnadi Sariaatmadja,1.3,65,"media, tech",Indonesia,,,
#1717,Steven Sarowitz,1.3,53,payroll software,United States,,,
#1717,Dieter Schnabel,1.3,73,chemicals,Germany,,,
#1717,Airat Shaimiev,1.3,57,"refinery, chemicals",Russia,,,
#1717,Radik Shaimiev,1.3,54,"refinery, chemicals",Russia,,,
#1717,Song Wenguang,1.3,59,tires,China,,,
#1717,Manny Stul,1.3,70,toys,Australia,,,
#1717,Su Rubo,1.3,64,real estate,China,,,
#1717,Djoko Susanto,1.3,69,supermarkets,Indonesia,,,
#1717,Sukanto Tanoto,1.3,69,diversified,Indonesia,,,
#1717,Wim van der Leegte,1.3,71,manufacturing,Netherlands,,,
#1717,Murat Vargi,1.3,71,telecom,Turkey,,,
#1717,Rufino Vigil Gonzalez,1.3,71,steel,Mexico,,,
#1717,Thongma Vijitpongpun,1.3,61,real estate,Thailand,,,
#1717,Wang Ren-sheng,1.3,87,retail,Taiwan,,,
#1717,Wang Yaohai,1.3,52,lighting,China,,,
#1717,Wong Man Li,1.3,54,furniture,Hong Kong,,,
#1717,Thomas Wu,1.3,69,finance,Taiwan,,,
#1717,Xu Shugen,1.3,54,"construction, mining machinery",China,,,
#1717,Xue Hua,1.3,49,Agribusiness,China,,,
#1717,Yao Kuizhang,1.3,54,beverages,China,,,
#1717,Albert Yeung,1.3,76,"real estate, retail",Hong Kong,,,
#1717,Yi Zheng,1.3,48,software,China,,,
#1717,Zhang Xuanning,1.3,49,retail,China,,,
#1717,Zhou Bajin,1.3,84,auto parts,China,,,
#1717,Zhou Yongli,1.3,64,conglomerate,China,,,
#1818,Khalifa Bin Butti Al Muhairi,1.2,40,"hospitals, investments",United Arab Emirates,,,
#1818,Mori Arkin,1.2,66,pharmaceuticals,Israel,,,
#1818,Emilio Azcarraga Jean,1.2,51,TV broadcasting,Mexico,,,
#1818,Thomas Bailey,1.2,82,money management,United States,,,
#1818,Harindarpal Banga,1.2,68,commodities,India,,,
#1818,Samuel Barata,1.2,81,drugstores,Brazil,,,
#1818,Elena Baturina,1.2,56,"investments, real estate",Russia,,,
#1818,Wilhelm Beier,1.2,63,pharmaceuticals,Germany,,,
#1818,Henadiy Boholyubov,1.2,57,"banking, investments",Ukraine,,,
#1818,Oleg Boyko,1.2,54,diversified,Russia,,,
#1818,J. Hyatt Brown,1.2,82,insurance,United States,,,
#1818,Paolo Bulgari,1.2,81,luxury goods,Italy,,,
#1818,Chen Dejun,1.2,49,package delivery,China,,,
#1818,Chen Huwen,1.2,49,stationery,China,,,
#1818,Chen Huxiong,1.2,49,stationery,China,,,
#1818,Cheng Wei,1.2,36,ride-hailing service,China,,,
#1818,Chi Yufeng,1.2,48,software,China,,,
#1818,Manas Chiaravanond,1.2,-,diversified,Thailand,,,
#1818,Yupa Chiaravanond,1.2,-,diversified,Thailand,,,
#1818,Phongthep Chiaravanont,1.2,67,diversified,Thailand,,,
#1818,Prathip Chiravanond,1.2,-,diversified,Thailand,,,
#1818,Cho Jung-ho,1.2,60,finance,South Korea,,,
#1818,Chung Mong-joon,1.2,67,"shipbuilding, industrial machines",South Korea,,,
#1818,Dang Yanbao,1.2,46,coal,China,,,
#1818,Dong Fan,1.2,49,medical devices,China,,,
#1818,Fritz Draexlmaier,1.2,-,auto parts,Germany,,,
#1818,James Duff,1.2,58,"tires, diversified",United States,,,
#1818,Thomas Duff,1.2,62,"tires, diversified",United States,,,
#1818,Joseph Edelman,1.2,64,hedge funds,United States,,,
#1818,Henry Engelhardt,1.2,61,insurance,United States,,,
#1818,Gleb Fetisov,1.2,53,investments,Russia,,,
#1818,J. Christopher Flowers,1.2,61,investments,United States,,,
#1818,Donald Friese,1.2,78,manufacturing,United States,,,
#1818,Yasuhiro Fukushima,1.2,71,video games,Japan,,,
#1818,Antonio Gallardo Ballart,1.2,83,pharmaceuticals,Spain,,,
#1818,Jorge Gallardo Ballart,1.2,77,pharmaceuticals,Spain,,,
#1818,Dan Gertler,1.2,45,mining,Israel,,,
#1818,Clelia Haji-Ioannou,1.2,48,EasyJet,Cyprus,,,
#1818,Fahed Hariri,1.2,38,"construction, investments",Lebanon,,,
#1818,Alfredo Harp Helu,1.2,75,banking,Mexico,,,
#1818,Richard Hayne,1.2,71,Urban Outfitters,United States,,,
#1818,Hu Chengzhong,1.2,58,manufacturing,China,,,
#1818,Hu Keqin,1.2,61,chemicals,China,,,
#1818,Huang Dawen,1.2,58,silicon,Hong Kong,,,
#1818,Huang Xiaofen,1.2,57,printed circuit boards,China,,,
#1818,Irwin Jacobs,1.2,85,semiconductors,United States,,,
#1818,Thomas James,1.2,77,finance,United States,,,
#1818,Somporn Juangroongruangkit,1.2,68,auto parts,Thailand,,,
#1818,Johannes Kaercher,1.2,68,"vacuums, cleaning products",Germany,,,
#1818,T.S. Kalyanaraman,1.2,72,jewelry,India,,,
#1818,Viktor Kharitonin,1.2,46,pharmaceuticals,Russia,,,
#1818,Koh Wee Meng,1.2,56,"real estate, hotels",Singapore,,,
#1818,Miguel Krigsner,1.2,69,cosmetics,Brazil,,,
#1818,Mustafa Kucuk,1.2,56,fashion retail,Turkey,,,
#1818,Lai Jianfa,1.2,49,express delivery,China,,,
#1818,Frank Laukien,1.2,59,scientific equipment,United States,,,
#1818,Michiel Le Roux,1.2,70,banking,South Africa,,,
#1818,Li Guoqiang,1.2,55,auto dealerships,China,,,
#1818,Liang Guangwei,1.2,55,conglomerate,China,,,
#1818,Lim Wee Chai,1.2,61,rubber gloves,Malaysia,,,
#1818,Liu Gexin,1.2,68,pharmaceuticals,China,,,
#1818,Youssef Mansour,1.2,74,diversified,Egypt,,,
#1818,John Martin,1.2,68,pharmaceuticals,United States,,,
#1818,Terence (Terry) Matthews,1.2,76,telecom,Canada,,,
#1818,Nikita Mishin,1.2,47,"ports, railway transport",Russia,,,
#1818,Toshio Motoya,1.2,76,hotels,Japan,,,
#1818,Jerry Moyes,1.2,75,transportation,United States,,,
#1818,Kerr Neilson,1.2,69,Investments,Australia,,,
#1818,Ni Zhaoxing,1.2,63,real estate,China,,,
#1818,Konstantin Nikolaev,1.2,48,"ports, railway transport",Russia,,,
#1818,Bruce Nordstrom,1.2,85,Nordstrom department stores,United States,,,
#1818,Ou Xueming,1.2,70,real estate,China,,,
#1818,Eren Ozmen,1.2,60,aerospace,United States,,,
#1818,Fatih Ozmen,1.2,61,aerospace,United States,,,
#1818,David Paul,1.2,52,medical devices,United States,,,
#1818,David Penaloza Alanis,1.2,45,toll roads,Mexico,,,
#1818,Mark Pincus,1.2,53,online games,United States,,,
#1818,Jorge Pinheiro Koren de Lima,1.2,46,"hospitals, health insurance",Brazil,,,
#1818,Candido Pinheiro Koren de Lima Junior,1.2,48,"hospitals, health insurance",Brazil,,,
#1818,"Ricardo Po, Sr.",1.2,88,canned food,Philippines,,,
#1818,Alberto Prada,1.2,65,luxury goods,Italy,,,
#1818,Marina Prada,1.2,74,luxury goods,Italy,,,
#1818,Tom Preston-Werner,1.2,39,collaborative software,United States,,,
#1818,K. Rai Sahi,1.2,73,real estate,Canada,,,
#1818,Karin Schick,1.2,-,information technology,Germany,,,
#1818,Albert Shigaboutdinov,1.2,66,"refinery, chemicals",Russia,,,
#1818,Shin Dong-guk,1.2,69,Pharmaceuticals,South Korea,,,
#1818,Terry Snow,1.2,75,"airports, real estate",Australia,,,
#1818,Rustem Sulteev,1.2,65,"refinery, chemicals",Russia,,,
#1818,Sun Xishuang,1.2,66,real estate,China,,,
#1818,Sam Tarascio,1.2,74,real estate,Australia,,,
#1818,Ion Tiriac,1.2,80,"banking, insurance",Romania,,,
#1818,Torsten Toeller,1.2,53,pet food,Germany,,,
#1818,Fuat Tosyali,1.2,56,steel,Turkey,,,
#1818,Tsai Chi-Jui,1.2,79,shoes,Taiwan,,,
#1818,Tseng Sing-ai,1.2,-,petrochemicals,Taiwan,,,
#1818,Thomas Tull,1.2,49,"movies, investments",United States,,,
#1818,Jayshree Ullal,1.2,58,computer networking,United States,,,
#1818,Wang Jian,1.2,65,healthcare services,China,,,
#1818,Wang Qunbin,1.2,49,conglomerate,China,,,
#1818,Wang Zhendong,1.2,43,education,China,,,
#1818,Wen Pengcheng,1.2,56,agribusiness,China,,,
#1818,Allan Wong,1.2,69,electronics,Hong Kong,,,
#1818,Wong Chun Hong,1.2,64,real estate,United Kingdom,,,
#1818,Wong Kwong Yu,1.2,50,retail,China,,,
#1818,Wu Jianshu,1.2,55,auto parts,Hong Kong,,,
#1818,Wu Xu,1.2,55,real estate,St. Kitts and Nevis,,,
#1818,Xie Ketao,1.2,55,education,China,,,
#1818,Xiong Xuqiang,1.2,62,real estate,Hong Kong,,,
#1818,Xiu Laigui,1.2,65,pharmaceuticals,China,,,
#1818,Xu Xudong,1.2,49,auto parts,China,,,
#1818,George Yancopoulos,1.2,59,pharmaceuticals,United States,,,
#1818,Yang Shaopeng,1.2,61,Shipping,China,,,
#1818,Yao Jinbo,1.2,43,online marketplace,China,,,
#1818,Ye Cheng,1.2,57,conglomerate,China,,,
#1818,Yu Guo,1.2,57,education,China,,,
#1818,"Richard Yuengling, Jr.",1.2,76,beer,United States,,,
#1818,Zhang Keqiang,1.2,59,real estate,China,,,
#1818,Zhang Wanzhen,1.2,69,electronic components,China,,,
#1818,Zhang Xiaojuan,1.2,49,logistics,China,,,
#1818,Changpeng Zhao,1.2,43,cryptocurrency exchange,China,,,
#1818,Zhuo Jun,1.2,53,printed circuit boards,Hong Kong,,,
#1818,Susanne Zimmermann von Siefart,1.2,62,"vacuums, cleaning products",Germany,,,
#1941,William Ackman,1.1,53,hedge funds,United States,,,
#1941,Anu Aga,1.1,76,engineering,India,,,
#1941,Radhe Shyam Agarwal,1.1,74,consumer goods,India,,,
#1941,Maria Angela Aguiar Bellizia,1.1,55,banking,Brazil,,,
#1941,Hamdi Akin,1.1,64,diversified,Turkey,,,
#1941,Folorunsho Alakija,1.1,68,oil,Nigeria,,,
#1941,Anant Asavabhokin,1.1,68,real estate,Thailand,,,
#1941,Achal Bakeri,1.1,59,air coolers,India,,,
#1941,Maurizio Billi,1.1,61,generic drugs,Brazil,,,
#1941,Zadik Bino,1.1,75,"banking, oil",Israel,,,
#1941,Sara Blakely,1.1,48,Spanx,United States,,,
#1941,Adam Bowen,1.1,43,e-cigarettes,United States,,,
#1941,Anna Maria Braun,1.1,40,medical technology,Germany,,,
#1941,Johanna Braun,1.1,39,medical technology,Germany,,,
#1941,Karl Friedrich Braun,1.1,36,medical technology,Germany,,,
#1941,Pradip Burman,1.1,76,consumer goods,India,,,
#1941,R.G. Chandramogan,1.1,70,dairy,India,,,
#1941,Che Fengsheng,1.1,56,pharmaceuticals,China,,,
#1941,Chen Tianqiao,1.1,46,online games,China,,,
#1941,Chen Xiaoying,1.1,42,package delivery,China,,,
#1941,Bruce Cheng,1.1,83,electronics,Taiwan,,,
#1941,Chu Jinfu,1.1,62,electrical equipment,China,,,
#1941,Chung Yong-jin,1.1,50,retail,South Korea,,,
#1941,Ciputra,1.1,87,real estate,Indonesia,,,
#1941,Gustavo Cisneros,1.1,74,media,Venezuela,,,
#1941,Jack Cockwell,1.1,78,"real estate, private equity",Canada,,,
#1941,Sandor Csanyi,1.1,66,"finance, real estate",Hungary,,,
#1941,Mark Dixon,1.1,60,office real estate,United Kingdom,,,
#1941,Sandeep Engineer,1.1,58,plastic pipes,India,,,
#1941,Andrei Filatov,1.1,47,"ports, railway transport",Russia,,,
#1941,Paul Fireman,1.1,75,Reebok,United States,,,
#1941,Soichiro Fukutake,1.1,73,education,Japan,,,
#1941,Gaston Glock,1.1,90,guns,Austria,,,
#1941,Radhe Shyam Goenka,1.1,73,consumer goods,India,,,
#1941,Jeff Green,1.1,42,digital advertising,United States,,,
#1941,Mehmet Nazif Gunal,1.1,71,"tourism, construction",Turkey,,,
#1941,Guo Ziwen,1.1,55,real estate,China,,,
#1941,Polys Haji-Ioannou,1.1,59,EasyJet,Cyprus,,,
#1941,Francis Holder,1.1,78,bakeries,France,,,
#1941,Mohammed Ibrahim,1.1,73,communications,United Kingdom,,,
#1941,Jin Huiming,1.1,66,real estate,China,,,
#1941,Richard Kayne,1.1,73,investments,United States,,,
#1941,Kim Nam-jung,1.1,46,food,South Korea,,,
#1941,Jim Koch,1.1,70,beer,United States,,,
#1941,Ihor Kolomoyskyy,1.1,56,"banking, investments",Ukraine,,,
#1941,Koo Bon-sik,1.1,61,electronics/household products,South Korea,,,
#1941,Hemendra Kothari,1.1,72,Financial Services,India,,,
#1941,Kagemasa Kozuki,1.1,78,video games,Japan,,,
#1941,Lam Lung On,1.1,54,real estate,China,,,
#1941,Lee Joon-ho,1.1,54,online games,South Korea,,,
#1941,Mark Leonard,1.1,63,software,Canada,,,
#1941,Theodore Leonsis,1.1,63,sports teams,United States,,,
#1941,Nancy Lerner,1.1,59,"banking, credit cards",United States,,,
#1941,Norma Lerner,1.1,83,banking,United States,,,
#1941,Randolph Lerner,1.1,57,"banking, credit cards",United States,,,
#1941,Vladimir Leschikov,1.1,62,real estate,Russia,,,
#1941,Li Fengluan,1.1,-,"steel, diversified",China,,,
#1941,Li Jiaquan,1.1,55,chemicals,China,,,
#1941,Liang Zhaoxian,1.1,54,appliances,China,,,
#1941,Lin Dingqiang,1.1,52,real estate,Hong Kong,,,
#1941,Louise Lindh,1.1,39,investments,Sweden,,,
#1941,Liu Xuejing,1.1,68,"copper, poultry",China,,,
#1941,Liu Zhendong,1.1,48,industrial parks,China,,,
#1941,Jose Llado Fernandez-Urrutia,1.1,85,construction,Spain,,,
#1941,Lo Ka Shui,1.1,72,real estate,Hong Kong,,,
#1941,Frederic Luddy,1.1,64,software,United States,,,
#1941,William Macaulay,1.1,73,energy investments,United States,,,
#1941,Duncan MacMillan,1.1,81,Bloomberg LP,United States,,,
#1941,Ana Maria Marcondes Penido Sant'Anna,1.1,63,toll roads,Brazil,,,
#1941,Katarina Martinson,1.1,38,investments,Sweden,,,
#1941,Rubens Menin Teixeira de Souza,1.1,63,"home building, banking",Brazil,,,
#1941,P.N.C. Menon,1.1,70,real estate,Oman,,,
#1941,Mi Enhua,1.1,61,retail,China,,,
#1941,James Monsees,1.1,39,e-cigarettes,United States,,,
#1941,Simon Nixon,1.1,51,price comparison website,United Kingdom,,,
#1941,Liora Ofer,1.1,65,investments,Israel,,,
#1941,Madeleine Olsson Ericksson,1.1,74,diversified,Sweden,,,
#1941,Roberto Ongpin,1.1,82,diversified,Philippines,,,
#1941,Vitaly Orlov,1.1,54,fisheries,Russia,,,
#1941,Alberto Palatchi,1.1,70,wedding dresses,Spain,,,
#1941,Andreas Pohl,1.1,54,mutual funds,Germany,,,
#1941,"Reinfried Pohl, Jr.",1.1,59,mutual funds,Germany,,,
#1941,Michael Price,1.1,67,investments,United States,,,
#1941,Andrei Rappoport,1.1,56,investments,Russia,,,
#1941,Boris Rotenberg,1.1,62,"construction, pipes, chemicals",Russia,,,
#1941,Steven Roth,1.1,77,real estate,United States,,,
#1941,Chanchai Ruayrungruang,1.1,65,real estate,China,,,
#1941,Chris Sacca,1.1,44,venture capital investing,United States,,,
#1941,Deniz Sahenk,1.1,73,diversified,Turkey,,,
#1941,Steven Schuurman,1.1,43,software,Netherlands,,,
#1941,Alice Schwartz,1.1,93,biotech,United States,,,
#1941,Shen Yuxing,1.1,60,real estate,China,,,
#1941,Shin Dong-bin,1.1,64,retail,South Korea,,,
#1941,Michael Steinhardt,1.1,78,hedge funds,United States,,,
#1941,Svein Stole,1.1,56,investments,Norway,,,
#1941,Harjo Sutanto,1.1,93,consumer goods,Indonesia,,,
#1941,Hary Tanoesoedibjo,1.1,53,media,Indonesia,,,
#1941,Rit Thirakomen,1.1,68,restaurants,Thailand,,,
#1941,Ayhan Tosyali,1.1,55,steel,Turkey,,,
#1941,Fatih Tosyali,1.1,53,steel,Turkey,,,
#1941,Shoji Uehara,1.1,91,pharmaceuticals,Japan,,,
#1941,Pieter van der Does,1.1,50,payments software,Netherlands,,,
#1941,Wang Jianfeng,1.1,49,auto parts,China,,,
#1941,Wang Miaotong,1.1,62,auto parts,China,,,
#1941,Wen Yibo,1.1,53,wastewater treatment,China,,,
#1941,Anthony Wood,1.1,53,Roku,United States,,,
#1941,Xu Bo,1.1,41,mobile games,China,,,
#1941,Xu Qiming,1.1,56,"food, art",China,,,
#1941,Mark Yang,1.1,44,e-commerce,China,,,
#1941,You Xiaoping,1.1,61,"chemicals, spandex",China,,,
#1941,Zan Shengda,1.1,56,diversified,China,,,
#1941,Zhang Guiping,1.1,67,real estate,China,,,
#1941,Zhang Yubai,1.1,54,wine,China,,,
#1941,Zhang Zhixiang,1.1,52,steel,China,,,
#1941,Zheng Yuewen,1.1,57,investments,China,,,
#1941,Zhou Zongwen,1.1,62,jewelry,China,,,
#2057,Soegiarto Adikoesoemo,1,81,chemicals,Indonesia,,,
#2057,Chirayu Amin,1,72,pharmaceuticals,India,,,
#2057,Masaaki Arai,1,54,home sales,Japan,,,
#2057,Jose Maria Aristrain,1,56,steel,Spain,,,
#2057,Tatyana Bakalchuk,1,43,ecommerce,Russia,,,
#2057,Binny Bansal,1,36,flipkart,India,,,
#2057,Sachin Bansal,1,37,flipkart,India,,,
#2057,Sanjeev Bikhchandani,1,56,Internet,India,,,
#2057,Leonid Boguslavsky,1,68,venture capital,Russia,,,
#2057,Ludwig Theodor Braun,1,29,medical technology,Germany,,,
#2057,Matthew Calkins,1,46,software,United States,,,
#2057,Safra Catz,1,57,software,United States,,,
#2057,Morris Chang,1,88,semiconductors,Taiwan,,,
#2057,Chen Zhuolin,1,57,real estate,China,,,
#2057,Richard Desmond,1,67,publishing,United Kingdom,,,
#2057,Marek Dospiva,1,50,investments,Czech Republic,,,
#2057,Du Sha,1,72,hypermarkets,China,,,
#2057,Charles Dunstone,1,55,mobile phones,United Kingdom,,,
#2057,Alexander Dzhaparidze,1,63,oil services,Russia,,,
#2057,Wolfgang Egger,1,53,real estate,Germany,,,
#2057,David Fattal,1,62,hotels,Israel,,,
#2057,Robert Friedland,1,68,mining,United States,,,
#2057,William Fung,1,70,sourcing,Hong Kong,,,
#2057,Gao Tianguo,1,67,"real estate, finance",China,,,
#2057,Gao Yunfeng,1,52,industrial lasers,China,,,
#2057,John Goff,1,64,real estate,United States,,,
#2057,Pedro Grendene Bartelle,1,69,shoes,Brazil,,,
#2057,Mimi Haas,1,73,Levi's jeans,United States,,,
#2057,David Hall,1,67,automotive technology,United States,,,
#2057,Ronnen Harary,1,47,toys,Canada,,,
#2057,Jaroslav Hascak,1,49,investments,Slovakia,,,
#2057,He Zhaoxi,1,45,software,China,,,
#2057,Donald Horton,1,69,homebuilding,United States,,,
#2057,Huang Hongyun,1,53,real estate,China,,,
#2057,Huang Qisen,1,54,real estate,China,,,
#2057,Masayuki Ishihara,1,70,pachinko machines,Japan,,,
#2057,Kylie Jenner,1,21,cosmetics,United States,,,
#2057,Jiang Xuefei,1,49,printed circuit boards,China,,,
#2057,Johan Johannson,1,52,grocery stores,Norway,,,
#2057,David Kabiller,1,56,Investment Management,United States,,,
#2057,Chatchai Kaewbootta,1,68,auto loans,Thailand,,,
#2057,Morris Kahn,1,89,software,Israel,,,
#2057,Jonas Kamprad,1,53,IKEA,Sweden,,,
#2057,Mathias Kamprad,1,50,IKEA,Sweden,,,
#2057,Peter Kamprad,1,55,IKEA,Sweden,,,
#2057,André Kasprzak,1,32,shoes,Denmark,,,
#2057,Anna Kasprzak,1,29,shoes,Denmark,,,
#2057,Michael Kim,1,55,Investment,South Korea,,,
#2057,Leo Koguan,1,64,IT provider,United States,,,
#2057,Koo Bon-neung,1,70,electronics,South Korea,,,
#2057,Guy Laliberté,1,59,Cirque du Soleil,Canada,,,
#2057,Edward Lampert,1,57,Sears,United States,,,
#2057,Lee Sang-hyuk,1,48,investments,South Korea,,,
#2057,Li Guangyu,1,55,education,China,,,
#2057,Li Li,1,53,healthcare,China,,,
#2057,John Liew,1,51,Investment Management,United States,,,
#2057,Lv Yongxiang,1,69,magnetic switches,China,,,
#2057,Ma Yunsheng,1,56,energy,China,,,
#2057,Bernardo Matte,1,63,paper,Chile,,,
#2057,Eliodoro Matte,1,73,paper,Chile,,,
#2057,Lorinc Meszaros,1,53,diversified,Hungary,,,
#2057,Dariusz Milek,1,51,"real estate, retail",Poland,,,
#2057,Lowell Milken,1,70,investments,United States,,,
#2057,Judith Neilson,1,73,investments,Australia,,,
#2057,Ni Zugen,1,62,appliances,China,,,
#2057,Vadim Novinsky,1,56,steel,Ukraine,,,
#2057,Kenny Park,1,64,handbag manufacturing,South Korea,,,
#2057,Anton Rabie,1,47,toys,Canada,,,
#2057,Carolyn Rafaelian,1,52,jewelry,United States,,,
#2057,Alan Rydge,1,67,entertainment,Australia,,,
#2057,Evan Sharp,1,36,Pinterest,United States,,,
#2057,Mikhail Shelkov,1,51,titanium,Russia,,,
#2057,Shin Dong-joo,1,65,retail,South Korea,,,
#2057,Zakhar Smushkin,1,57,"pulp and paper, diversified",Russia,,,
#2057,Anastasia Soare,1,61,cosmetics,United States,,,
#2057,Axel Stawski,1,68,real estate,United States,,,
#2057,Beny Steinmetz,1,63,"mining, diamonds, real estate",Israel,,,
#2057,Sun Mengquan,1,-,edible oil,China,,,
#2057,Sun Yinhuan,1,69,real estate,China,,,
#2057,James Truchard,1,76,software,United States,,,
#2057,Surin Upatkoon,1,70,"telecom, lotteries, insurance",Thailand,,,
#2057,Alexander Vik,1,64,investments,Norway,,,
#2057,Wang Junjin,1,50,airline,China,,,
#2057,Wang Muqing,1,68,auto distribution,China,,,
#2057,Wang Zhenghua,1,75,budget airline,China,,,
#2057,V. Prem Watsa,1,68,"insurance, investments",Canada,,,
#2057,Sandy Weill,1,86,Citigroup,United States,,,
#2057,Wong Hong King,1,57,real estate,China,,,
#2057,Wu Chung-yi,1,64,manufacturing,Taiwan,,,
#2057,Wu Yiling,1,69,pharmaceuticals,China,,,
#2057,Vadim Yakunin,1,56,pharmacy,Russia,,,
#2057,Yan Yude,1,58,private schools,China,,,
#2057,Yang Keng,1,58,real estate,China,,,
#2057,Yang Tingdong,1,59,brewery,China,,,
#2057,Yu Rong,1,47,health clinics,China,,,
#2057,Zhu Wenchen,1,53,pharmaceuticals,China,,,
#2057,Boris Zingarevich,1,60,"pulp and paper, diversified",Russia,,,
